,address,historical_description_count,historical_word_count,lat,lng,map_url,name,total_description_count,total_word_count,url,viewport,0
?????,"367, Taiwan, Miaoli County, Sanyi Township, ???",0,0,24.3584432,120.7738351,https://maps.google.com/?cid=5631059357175512895,????? Broken Bridge,33,663,https://zh.wikipedia.org/wiki/%E9%AD%9A%E8%97%A4%E5%9D%AA%E6%96%B7%E6%A9%8B,,0.0
???????,"No. 66, Taitang St, Pingtung City, Pingtung County, Taiwan 900",0,0,22.6615296,120.4929882,https://maps.google.com/?cid=14063051523004209905,??????,34,652,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%B3%96%E5%B1%8F%E6%9D%B1%E7%B8%BD%E5%BB%A0,,0.0
???????,"300, Taiwan, Hsinchu City, East District, ????????32?",0,0,24.804377,120.973926,https://maps.google.com/?cid=4355751639190855115,???????,16,368,https://zh.wikipedia.org/wiki/%E8%BE%9B%E5%BF%97%E5%B9%B3%E6%A0%A1%E9%95%B7%E6%95%85%E5%B1%85,,0.0
?????,"Miaoli City, Miaoli County, Taiwan 360",0,0,24.5571049,120.811656,https://maps.google.com/?cid=3072892565074744669,?????,29,468,https://zh.wikipedia.org/wiki/%E8%B3%B4%E6%B0%8F%E7%AF%80%E5%AD%9D%E5%9D%8A,,0.0
????,"Fuxing Rd, Xindian District, New Taipei City, Taiwan 231",0,0,24.9878828,121.5327732,https://maps.google.com/?cid=9984002412436637842,????,118,3376,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E8%BB%8D%E4%BA%8B,,0.0
???,"No. 5, Lane 317, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",0,0,22.9963257,120.2028387,https://maps.google.com/?cid=11422780617197012395,?????,48,1285,https://zh.wikipedia.org/wiki/%E8%90%AC%E7%A6%8F%E5%BA%B5,,0.0
?????,"No. 81?, Kangding Rd, Wanhua District, Taipei City, Taiwan 108",0,0,25.0402807,121.5026482,https://maps.google.com/?cid=13678376866519882228,Qingshui Temple,101,2589,https://zh.wikipedia.org/wiki/%E8%89%8B%E8%88%BA%E6%B8%85%E6%B0%B4%E5%B7%96,,0.0
????,"No. 3?, Lane 2, Tai'an St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.04061,121.527684,https://maps.google.com/?cid=17161638785273006062,?????,20,232,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E9%9B%BB%E5%8A%9B%E6%A0%AA%E5%BC%8F%E6%9C%83%E7%A4%BE%E7%A4%BE%E9%95%B7%E5%AE%BF%E8%88%8D,,0.0
?????,"No. 218, Section 2, Guiyang St, Wanhua District, Taipei City, Taiwan 108",0,0,25.0399145,121.499573,https://maps.google.com/?cid=1464788554475252896,?????/ Bangka Qingshan Temple,62,2910,https://zh.wikipedia.org/wiki/%E8%89%8B%E8%88%BA%E9%9D%92%E5%B1%B1%E5%AE%AE,,0.0
?????,"No. 211, Guangzhou St, Wanhua District, Taipei City, Taiwan 10853",0,0,25.0371623,121.4999007,https://maps.google.com/?cid=17935641996312190090,Lungshan Temple,265,4115,https://zh.wikipedia.org/wiki/%E8%89%8B%E8%88%BA%E9%BE%8D%E5%B1%B1%E5%AF%BA,,0.0
?????,"111, Taiwan, Taipei City, Shilin District, ?????326?26?",0,0,25.1030871,121.5302866,https://maps.google.com/?cid=12105730057723758606,???????,47,1043,https://zh.wikipedia.org/wiki/%E8%8A%9D%E5%B1%B1%E5%B2%A9%E9%9A%98%E9%96%80,,0.0
??????,"111, Taiwan, Taipei City, Shilin District, ?????326?26?",0,0,25.10316,121.530785,https://maps.google.com/?cid=3367200456534555774,??????,75,1500,https://zh.wikipedia.org/wiki/%E8%8A%9D%E5%B1%B1%E5%B7%96%E6%83%A0%E6%BF%9F%E5%AE%AE,,0.0
?????,"No. 167?, Zhongshan Rd, Fenyuan Township, Changhua County, Taiwan 502",0,0,24.0029309,120.627025,https://maps.google.com/?cid=16341401348658061942,????????,42,915,https://zh.wikipedia.org/wiki/%E8%8A%AC%E5%9C%92%E5%AF%B6%E8%97%8F%E5%AF%BA,,0.0
???,"Hualien County, Taiwan",0,0,23.9871589,121.6015714,"https://maps.google.com/?q=Hualien+County,+Taiwan&ftid=0x3468b3c174281203:0x5ade37c6eafc1d73",Hualien County,456,6118,https://zh.wikipedia.org/wiki/%E8%8A%B1%E8%93%AE%E7%B8%A3,"{'northeast': {'lng': 121.7714409, 'lat': 24.3705599}, 'southwest': {'lng': 120.9866267, 'lat': 23.0977982}}",0.0
????,"Da?an District, Taipei City, Taiwan",0,0,25.0261583,121.5427093,"https://maps.google.com/?q=Da%E2%80%99an+District,+Taipei+City,+Taiwan&ftid=0x3442aa2c1969f84d:0x6ea0b5cbf2d9955d",Da?an District,314,4155,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%AE%89%E5%8D%80_(%E8%87%BA%E5%8C%97%E5%B8%82),"{'northeast': {'lng': 121.5659695, 'lat': 25.0454177}, 'southwest': {'lng': 121.5217223, 'lat': 25.0071971}}",0.0
???,"Miaoli County, Taiwan",0,0,24.560159,120.8214265,"https://maps.google.com/?q=Miaoli+County,+Taiwan&ftid=0x3468548a0b5ad393:0xcca86fee4f60881b",Miaoli County,497,10248,https://zh.wikipedia.org/wiki/%E8%8B%97%E6%A0%97%E7%B8%A3,"{'northeast': {'lng': 121.2626344, 'lat': 24.7408306}, 'southwest': {'lng': 120.6227649, 'lat': 24.2888925}}",0.0
?????,"Miaoli County, Taiwan",0,0,24.560159,120.8214265,"https://maps.google.com/?q=Miaoli+County,+Taiwan&ftid=0x3468548a0b5ad393:0xcca86fee4f60881b",Miaoli County,72,2065,https://zh.wikipedia.org/wiki/%E8%8B%97%E6%A0%97%E7%B8%A3%E6%AD%B7%E5%8F%B2,"{'northeast': {'lng': 121.2626344, 'lat': 24.7408306}, 'southwest': {'lng': 120.6227649, 'lat': 24.2888925}}",0.0
????????,"No. 22?, Bitou St, Tamsui District, New Taipei City, Taiwan 251",0,0,25.1660185,121.446995,https://maps.google.com/?cid=7723396125694719685,Shell Oil Company Storage,71,1661,https://zh.wikipedia.org/wiki/%E8%8B%B1%E5%95%86%E5%98%89%E5%A3%AB%E6%B4%8B%E8%A1%8C%E5%80%89%E5%BA%AB,,0.0
?????,"No. 140?, Wenchang St, Nantou City, Nantou County, Taiwan 540",0,0,23.9073055,120.6846473,https://maps.google.com/?cid=967205625290229473,Lam Tin College,6,109,https://zh.wikipedia.org/wiki/%E8%97%8D%E7%94%B0%E6%9B%B8%E9%99%A2_(%E8%87%BA%E7%81%A3),,0.0
?????,"No. 1?, Xinyuan St, Shilin District, Taipei City, Taiwan 111",0,0,25.150965,121.5508779,https://maps.google.com/?cid=9813945972988435087,?????,9,159,https://zh.wikipedia.org/wiki/%E8%8D%89%E5%B1%B1%E5%BE%A1%E8%B3%93%E9%A4%A8,,0.0
????????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,11,132,https://zh.wikipedia.org/wiki/%E4%B8%83%E6%B5%B7%E5%AF%93%E6%89%80,,0.0
????,Taiwan,0,0,25.02388,121.723722,https://maps.google.com/?cid=1512093383638574895,Jingtong Station,62,584,https://zh.wikipedia.org/wiki/%E8%8F%81%E6%A1%90%E8%BB%8A%E7%AB%99,,0.0
??1914????????,"No. 1, Section 1, Bade Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0441303,121.5293995,https://maps.google.com/?cid=17422499956913495153,Huashan 1914 Creative Park ??1914????????,86,1895,https://zh.wikipedia.org/wiki/%E8%8F%AF%E5%B1%B11914%E6%96%87%E5%8C%96%E5%89%B5%E6%84%8F%E7%94%A2%E6%A5%AD%E5%9C%92%E5%8D%80,,0.0
??????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
?????,"No. 245?, Xichang St, Wanhua District, Taipei City, Taiwan 108",0,0,25.03694429999999,121.5006843,https://maps.google.com/?cid=8539211370145283723,??????,12,171,https://zh.wikipedia.org/wiki/%E8%89%8B%E8%88%BA%E5%9C%B0%E8%97%8F%E5%BA%B5,,0.0
??,"Bangka Blvd, Wanhua District, Taipei City, Taiwan 108",0,0,25.0326849,121.4980181,"https://maps.google.com/?q=Bangka+Blvd,+Wanhua+District,+Taipei+City,+Taiwan+108&ftid=0x3442a9b1fd2551e1:0xeba4ff10af1fbebd",Bangka Boulevard,40,1015,https://zh.wikipedia.org/wiki/%E8%89%8B%E8%88%BA,,0.0
????,"542, Taiwan, Nantou County, Caotun Township, ?????????1?",0,0,23.9849494,120.6779652,https://maps.google.com/?cid=10144637874046656120,????,66,1238,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E9%A3%B2%E9%A3%9F,,0.0
????,"No. 5, Xuzhou Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0422099,121.51947,https://maps.google.com/?cid=9564631799411439331,Central Election Commission,303,5293,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E9%81%B8%E8%88%89,,0.0
????,"500, Taiwan, Changhua County, Changhua City, ??????270?2?",0,0,24.068072,120.526866,https://maps.google.com/?cid=12398689762660385691,???????????????????,82,2773,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E9%83%B5%E6%94%BF,,0.0
????,"100, Taiwan, Taipei City, Zhongzheng District, ????2?45?",0,0,25.0316762,121.5147972,https://maps.google.com/?cid=6046438206776431429,?????,54,1093,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E9%83%B5%E7%A5%A8,,0.0
???????,"222, Taiwan, New Taipei City, Shenkeng District, Section 2, Beishen Rd, 133????????",0,0,25.0023709,121.61524,https://maps.google.com/?q=%E6%B7%B1%E5%9D%91%E9%BB%83%E6%B0%8F%E8%88%88%E9%A0%86%E5%B1%85&ftid=0x3442aac515137621:0xb3a0dbd9250adc20,???????,64,1224,https://zh.wikipedia.org/wiki/%E6%B7%B1%E5%9D%91%E9%BB%83%E6%B0%8F%E8%88%88%E9%A0%86%E5%B1%85,,0.0
????????????,"No. 119?, Yanping S Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0398489,121.5094189,https://maps.google.com/?cid=14421082663714230163,????????????,20,232,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E9%9B%BB%E5%8A%9B%E6%A0%AA%E5%BC%8F%E6%9C%83%E7%A4%BE%E7%A4%BE%E9%95%B7%E5%AE%BF%E8%88%8D,,0.0
?????,"108, Taiwan, Taipei City, Wanhua District, ?????20?7?",0,0,25.045016,121.508053,https://maps.google.com/?cid=6470317049324699983,??????,323,10209,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E9%9B%BB%E5%BD%B1,,0.0
????,"Banqiao District, New Taipei City, Taiwan 220",0,0,25.0276728,121.4804113,https://maps.google.com/?cid=9258460519107259710,Yinyue Park,174,2456,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E9%9F%B3%E6%A8%82,,0.0
??????,"No. 16, Lane 84, Section 2, Zhongyi Rd, West Central District, Tainan City, Taiwan 700",0,0,22.9938523,120.2039576,https://maps.google.com/?cid=458319961205529549,??????,94,1956,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E9%A6%96%E5%BB%9F%E5%A4%A9%E5%A3%87,,0.0
?????,"Qishan District, Kaohsiung City, Taiwan 842",0,0,22.8702492,120.4703258,"https://maps.google.com/?q=Qishan+District,+Kaohsiung+City,+Taiwan+842&ftid=0x346e6b066fb72821:0x6ef7e29a5769b482",Qishan District,235,2697,https://zh.wikipedia.org/wiki/%E6%97%97%E5%B1%B1%E5%8D%80,"{'northeast': {'lng': 120.529258, 'lat': 22.9801511}, 'southwest': {'lng': 120.4154207, 'lat': 22.7724451}}",0.0
????,"No. 16?, Section 1, Shuangshi Rd, North District, Taichung City, Taiwan 404",0,0,24.1476638,120.6875853,https://maps.google.com/?cid=12975569493277429793,National Taiwan University of Sport Taichung Campus,283,7832,https://zh.wikipedia.org/wiki/%E5%8F%B0%E7%81%A3%E9%AB%94%E8%82%B2,,0.0
?????,"No. 170, Section 2, Xinhai Rd, Da?an District, Taipei City, Taiwan 10663",0,0,25.020603,121.541025,https://maps.google.com/?cid=5500673664736047413,???????????,129,3602,https://zh.wikipedia.org/wiki/%E8%87%BA%E8%AA%9E%E6%96%87,,0.0
????????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
????,"No. 1, Sanmin St, Yuanlin City, Changhua County, Taiwan 510",0,0,23.958364,120.574773,https://maps.google.com/?cid=15354069975608600630,????,27,478,https://zh.wikipedia.org/wiki/%E8%88%88%E8%B3%A2%E6%9B%B8%E9%99%A2,,0.0
???,"367, Taiwan, Miaoli County, Sanyi Township, ?????????",0,0,24.4166667,120.7666667,https://maps.google.com/?cid=3339480104130268661,??????????,182,3863,https://zh.wikipedia.org/wiki/%E8%88%8A%E5%B1%B1%E7%B7%9A,,0.0
?????,"Gongliao District, New Taipei City, Taiwan 228",0,0,25.0040537,121.9582807,https://maps.google.com/?cid=4979441923369923321,?????,43,1353,https://zh.wikipedia.org/wiki/%E8%88%8A%E8%8D%89%E5%B6%BA%E9%9A%A7%E9%81%93,,0.0
??????????????????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
??? (???),"No. 51?, Section 1, Wanhe Rd, Nantun District, Taichung City, Taiwan 408",0,0,24.1378631,120.6392543,https://maps.google.com/?cid=7532730456078810917,Wan He Temple,126,2024,https://zh.wikipedia.org/wiki/%E8%90%AC%E5%92%8C%E5%AE%AE_(%E5%8F%B0%E4%B8%AD%E5%B8%82),,0.0
?????,"No. 5, Lane 317, Section 2, Minzu Rd, West Central District, Tainan City, Taiwan 700",0,0,22.9963257,120.2028387,https://maps.google.com/?cid=11422780617197012395,?????,48,1285,https://zh.wikipedia.org/wiki/%E8%90%AC%E7%A6%8F%E5%BA%B5,,0.0
???????,"Jincheng Township, Kinmen County 893",0,0,24.420727,118.3223849,https://maps.google.com/?cid=14466844657213119588,Stable Master's Shrine,29,590,https://zh.wikipedia.org/wiki/%E8%B1%90%E8%93%AE%E5%B1%B1%E7%89%A7%E9%A6%AC%E4%BE%AF%E7%A5%A0,,0.0
????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
??????,Taiwan,0,0,23.793762,120.464454,https://maps.google.com/?cid=5004738602938065373,????,7,148,https://zh.wikipedia.org/wiki/%E8%A5%BF%E8%9E%BA%E6%8C%AF%E6%96%87%E6%9B%B8%E9%99%A2,,0.0
????,"632, Taiwan, Yunlin County, Huwei Township, ?73-1????????",0,0,23.7002629,120.4374129,https://maps.google.com/?q=%E8%99%8E%E5%B0%BE%E7%B3%96%E5%BB%A0%E9%90%B5%E6%A9%8B&ftid=0x346eb9ffa3aabecb:0x15f88daded51a7b5,??????,82,1748,https://zh.wikipedia.org/wiki/%E8%99%8E%E5%B0%BE%E9%90%B5%E6%A9%8B,,0.0
???,"No. 1?, Hushan St, Huatan Township, Changhua County, Taiwan 503",0,0,24.0431514,120.5596343,https://maps.google.com/?cid=1598204400021562689,???,18,215,https://zh.wikipedia.org/wiki/%E8%99%8E%E5%B1%B1%E5%B7%96,,0.0
???,"No. 1?, Hushan St, Huatan Township, Changhua County, Taiwan 503",0,0,24.0431514,120.5596343,https://maps.google.com/?cid=1598204400021562689,???,18,215,https://zh.wikipedia.org/wiki/%E8%99%8E%E5%B1%B1%E5%B7%96,,0.0
??????,"Jincheng Township, Kinmen County 893",0,0,24.3983937,118.3056205,https://maps.google.com/?cid=15857696514984742332,Xu Jiang Xiao Wo Stone Inscription,6,246,https://zh.wikipedia.org/wiki/%E8%99%9B%E6%B1%9F%E5%98%AF%E8%87%A5%E7%A2%A3%E7%BE%A4,,0.0
???,"No. 1, Section 1, Zhongxiao E Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.046317,121.520966,https://maps.google.com/?cid=17066147186670630381,Executive Yuan,154,2396,https://zh.wikipedia.org/wiki/%E8%A1%8C%E6%94%BF%E9%99%A2,,0.0
????????,"No. 37, Nanhai Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.032068,121.5132,https://maps.google.com/?cid=3869150687541867980,"Council of Agriculture, Executive Yuan",91,1386,https://zh.wikipedia.org/wiki/%E8%A1%8C%E6%94%BF%E9%99%A2%E8%BE%B2%E6%A5%AD%E5%A7%94%E5%93%A1%E6%9C%83,,0.0
?????,"Jinhu Township, Kinmen County 891",0,0,24.447693,118.387101,https://maps.google.com/?cid=7416310324214692381,Lu Wang Ceremony Park,50,752,https://zh.wikipedia.org/wiki/%E9%AD%AF%E7%8E%8B%E5%A2%93,,0.0
????,"881, Taiwan, Penghu County, Xiyu Township, ?????????",0,0,23.565622,119.514053,https://maps.google.com/?cid=10015115090788443859,????,26,527,https://zh.wikipedia.org/wiki/%E8%A5%BF%E5%B6%BC%E6%9D%B1%E8%87%BA,,0.0
????,"881, Taiwan, Penghu County, Xiyu Township, 195?",0,0,23.562595,119.468527,https://maps.google.com/?cid=5051354893745744924,?????,154,2433,https://zh.wikipedia.org/wiki/%E6%BC%81%E7%BF%81%E5%B3%B6%E7%87%88%E5%A1%94,,0.0
????,"Xiyu Township, Penghu County, Taiwan 881",0,0,23.564167,119.489722,https://maps.google.com/?cid=18377591571815714603,????,21,411,https://zh.wikipedia.org/wiki/%E8%A5%BF%E5%B6%BC%E8%A5%BF%E8%87%BA,,0.0
???? (???),"No. 174-176, Section 1, Zhonghua Rd, Wanhua District, Taipei City, Taiwan 108",0,0,25.03995,121.507121,https://maps.google.com/?cid=9163927917980747015,????,64,908,https://zh.wikipedia.org/wiki/%E8%A5%BF%E6%9C%AC%E9%A1%98%E5%AF%BA_(%E8%87%BA%E5%8C%97%E5%B8%82),,0.0
????????,"Changhua County, Taiwan",0,0,24.0517963,120.5161352,"https://maps.google.com/?q=Changhua+County,+Taiwan&ftid=0x3469491eb5791475:0xd6e84b58ba347f27",Changhua County,25,207,https://zh.wikipedia.org/wiki/%E5%BD%B0%E5%8C%96%E7%B8%A3%E6%AD%B7%E5%8F%B2,"{'northeast': {'lng': 120.6839482, 'lat': 24.1976918}, 'southwest': {'lng': 120.2478478, 'lat': 23.7856173}}",0.0
???,"704, Taiwan, Tainan City, North District, ????????92?",0,0,22.999441,120.210004,https://maps.google.com/?cid=12987178230288032944,???,35,565,https://zh.wikipedia.org/wiki/%E8%A5%BF%E8%8F%AF%E5%A0%82,,0.0
??????,Taiwan,0,0,23.793762,120.464454,https://maps.google.com/?cid=5004738602938065373,????,7,148,https://zh.wikipedia.org/wiki/%E8%A5%BF%E8%9E%BA%E6%8C%AF%E6%96%87%E6%9B%B8%E9%99%A2,,0.0
????,"No. 10?, Chengdu Rd, Wanhua District, Taipei City, Taiwan 108",0,0,25.0420651,121.5069348,https://maps.google.com/?cid=15646484054864345206,The Red House Market For Artists & Designers,138,3497,https://zh.wikipedia.org/wiki/%E8%A5%BF%E9%96%80%E7%B4%85%E6%A8%93,,0.0
???,"Jinsha Township, Kinmen County 890",0,0,24.4683292,118.3913224,https://maps.google.com/?cid=17304398499421598051,Guan De Qiao,22,360,https://zh.wikipedia.org/wiki/%E8%A7%80%E5%BE%B7%E6%A9%8B,,0.0
??????????,"542, Taiwan, Nantou County, Caotun Township, ??????30?",0,0,23.9889779,120.6674919,https://maps.google.com/?cid=15696532256575964893,????,16,155,https://zh.wikipedia.org/wiki/%E6%98%8E%E6%96%B0%E6%9B%B8%E9%99%A2,,0.0
??????????,Taiwan,0,0,23.793762,120.464454,https://maps.google.com/?cid=5004738602938065373,????,7,148,https://zh.wikipedia.org/wiki/%E8%A5%BF%E8%9E%BA%E6%8C%AF%E6%96%87%E6%9B%B8%E9%99%A2,,0.0
????????,"552, Taiwan, Nantou County, Jiji Township, ???4?",0,0,23.827478,120.7996408,https://maps.google.com/?cid=2249014146376152694,Minshi Academy,16,155,https://zh.wikipedia.org/wiki/%E6%98%8E%E6%96%B0%E6%9B%B8%E9%99%A2,,0.0
?????,"No. 3?, Lane 304, Section 1, Fuqian Rd, West Central District, Tainan City, Taiwan 700",0,0,22.9905799,120.198904,https://maps.google.com/?cid=8959779394294774138,?????,56,1117,https://zh.wikipedia.org/wiki/%E8%95%AD%E6%B0%8F%E7%AF%80%E5%AD%9D%E5%9D%8A,,0.0
???,"No. 40?, Zhongyang St, Magong City, Penghu County, Taiwan 880",0,0,23.5651411,119.5649858,https://maps.google.com/?cid=6105043372494825628,???,9,243,https://zh.wikipedia.org/wiki/%E5%9B%9B%E7%9C%BC%E4%BA%95,,0.0
??????,"No. 24, Wanxing Rd, Wanluan Township, Pingtung County, Taiwan 923",0,0,22.595081,120.611233,https://maps.google.com/?cid=14191428232221270446,??????,57,996,https://zh.wikipedia.org/wiki/%E8%90%AC%E9%87%91%E8%81%96%E6%AF%8D%E8%81%96%E6%AE%BF,,0.0
??????,"No. 24, Wanxing Rd, Wanluan Township, Pingtung County, Taiwan 923",0,0,22.595081,120.611233,https://maps.google.com/?cid=14191428232221270446,??????,57,996,https://zh.wikipedia.org/wiki/%E8%90%AC%E9%87%91%E8%81%96%E6%AF%8D%E8%81%96%E6%AE%BF,,0.0
??????,"880, Taiwan, Penghu County, Magong City, ???29?",0,0,23.5505422,119.611666,https://maps.google.com/?cid=10805745198016727480,??????,13,183,https://zh.wikipedia.org/wiki/%E8%94%A1%E5%BB%B7%E8%98%AD%E9%80%B2%E5%A3%AB%E7%AC%AC,,0.0
????,"Jinhu Township, Kinmen County 891",0,0,24.4570217,118.404337,https://maps.google.com/?cid=6643051661164350696,Tai Wu Shan Scenic Spot,12,180,https://zh.wikipedia.org/wiki/%E5%A4%AA%E6%AD%A6%E5%B1%B1,,0.0
????????,"No. 10, Lane 48, Section 2, Zhongshan N Rd, Zhongshan District, Taipei City, Taiwan 104",0,0,25.055776,121.521986,https://maps.google.com/?cid=17473655187129312589,????????,377,12977,https://zh.wikipedia.org/wiki/%E8%94%A1%E7%91%9E%E6%9C%88,,0.0
????????,"No. 60, Fulin Rd, Shilin District, Taipei City, Taiwan 111",0,0,25.094915,121.530128,https://maps.google.com/?cid=17965988567920472798,??????????,64,1183,https://zh.wikipedia.org/wiki/%E5%A3%AB%E6%9E%97%E5%AE%98%E9%82%B8,,0.0
???? (??),"No. 140?, Wenchang St, Nantou City, Nantou County, Taiwan 540",0,0,23.9073055,120.6846473,https://maps.google.com/?cid=967205625290229473,Lam Tin College,6,109,https://zh.wikipedia.org/wiki/%E8%97%8D%E7%94%B0%E6%9B%B8%E9%99%A2_(%E8%87%BA%E7%81%A3),,0.0
?????,Taiwan,0,0,23.793762,120.464454,https://maps.google.com/?cid=5004738602938065373,????,7,148,https://zh.wikipedia.org/wiki/%E8%A5%BF%E8%9E%BA%E6%8C%AF%E6%96%87%E6%9B%B8%E9%99%A2,,0.0
?????,"No. 182?, Chenggong Rd, Luzhou District, New Taipei City, Taiwan 247",0,0,25.08407489999999,121.4712792,https://maps.google.com/?cid=15586210285096231090,???,51,897,https://zh.wikipedia.org/wiki/%E8%98%86%E6%B4%B2%E4%BF%9D%E5%92%8C%E5%AE%AE,,0.0
????,"No. 19?, Lane 243, Zhongzheng Rd, Luzhou District, New Taipei City, Taiwan 247",0,0,25.0853749,121.4666549,https://maps.google.com/?cid=17191283059479395006,??????,59,1149,https://zh.wikipedia.org/wiki/%E8%98%86%E6%B4%B2%E6%9D%8E%E5%AE%85,,0.0
?????,Taiwan,0,0,25.053588,121.294792,https://maps.google.com/?cid=13482845564189820448,???,174,3460,https://zh.wikipedia.org/wiki/%E8%98%86%E7%AB%B9%E4%BA%94%E7%A6%8F%E5%AE%AE,,0.0
?????,"No. 208, Zhongzheng Rd, Taoyuan District, Taoyuan City, Taiwan 330",0,0,24.9946797,121.3110164,https://maps.google.com/?cid=4147780182156509096,Jingfu Temple,49,785,https://zh.wikipedia.org/wiki/%E6%A1%83%E5%9C%92%E6%99%AF%E7%A6%8F%E5%AE%AE,,0.0
?????,"300, Taiwan, Hsinchu City, North District, ???719??",0,0,24.819602,120.971575,https://maps.google.com/?cid=13212597509725163913,?????,19,295,https://zh.wikipedia.org/wiki/%E8%98%87%E6%B0%8F%E7%AF%80%E5%AD%9D%E5%9D%8A,,0.0
??,"Lanyu Township, Taitung County, Taiwan 952",0,0,22.0435616,121.548418,"https://maps.google.com/?q=Lanyu+Township,+Taitung+County,+Taiwan+952&ftid=0x347009253b912263:0xea33f14a52d08ccb",Lanyu Township,30,746,https://zh.wikipedia.org/wiki/%E8%98%AD%E5%B6%BC,"{'northeast': {'lng': 121.6012294, 'lat': 22.088061}, 'southwest': {'lng': 121.4994411, 'lat': 22.0009719}}",0.0
???,"Toucheng Township, Yilan County, Taiwan 261",0,0,24.97572,121.9263929,https://maps.google.com/?cid=2372048724558661239,Hu Zi Bei Protect And Manage Position,55,758,https://zh.wikipedia.org/wiki/%E8%99%8E%E5%AD%97%E7%A2%91,,0.0
???????,"No. 2?, Section 1, Changsha St, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0399941,121.5108119,https://maps.google.com/?cid=13494740943713190834,???????????,6,176,https://zh.wikipedia.org/wiki/%E8%87%BA%E7%81%A3%E7%B8%BD%E7%9D%A3%E5%BA%9C%E4%BA%A4%E9%80%9A%E5%B1%80%E9%81%9E%E4%BF%A1%E9%83%A8,,0.0
??????????,"No. 54?, Guanqian Rd, Zhongzheng District, Taipei City, Taiwan 100",0,0,25.0435949,121.514849,https://maps.google.com/?cid=5709173121060853441,Mitsui old buildings,31,769,https://zh.wikipedia.org/wiki/%E4%B8%89%E4%BA%95%E7%89%A9%E7%94%A2%E6%A0%AA%E5%BC%8F%E6%9C%83%E7%A4%BE%E8%88%8A%E5%BB%88,,0.0
?????,"No. 22?, Lane 95, Zhongshan Rd, Tamsui District, New Taipei City, Taiwan 251",0,0,25.1701098,121.4421393,https://maps.google.com/?cid=5908016031276246662,?????,89,1665,https://zh.wikipedia.org/wiki/%E6%B7%A1%E6%B0%B4%E9%BE%8D%E5%B1%B1%E5%AF%BA,,0.0
